Complaint Type,Location Type,Street Name,Borough
Sewer,nan,WILLOUGHBY AVENUE,BROOKLYN
Drug Activity,nan,34 ROAD,QUEENS
Drug Activity,nan,GATES AVENUE,QUEENS
Noise,nan,EAST   14 STREET,MANHATTAN
Noise,nan,GOLD STREET,BROOKLYN
For Hire Vehicle Complaint,nan,EAST   97 STREET,MANHATTAN
For Hire Vehicle Complaint,nan,LIVINGSTON STREET,BROOKLYN
Noise,nan,LUDLOW STREET,MANHATTAN
Food Establishment,Restaurant/Bar/Deli/Bakery,2 AVENUE,MANHATTAN
Food Establishment,Restaurant/Bar/Deli/Bakery,WEST   33 STREET,MANHATTAN
Sewer,nan,158 STREET,QUEENS
Noise,nan,CONCOURSE VILLAGE WEST,BRONX
Animal-Abuse,Residential Building/House,NEW YORK AVENUE,BROOKLYN
Homeless Person Assistance,nan,WEST   20 STREET,MANHATTAN
Homeless Person Assistance,nan,3 AVENUE,MANHATTAN
Sewer,nan,FLATBUSH AVENUE,BROOKLYN
Sewer,nan,258 STREET,QUEENS
Sewer,nan,83 STREET,QUEENS
Homeless Person Assistance,nan,CROPSEY AVENUE,BROOKLYN
Homeless Person Assistance,nan,1 AVENUE,MANHATTAN
Homeless Person Assistance,nan,WEST 25 STREET,MANHATTAN
Sewer,nan,EAST   93 STREET,BROOKLYN
Homeless Person Assistance,nan,GRAND STREET,MANHATTAN
Sewer,nan,PENNYFIELD CAMP,BRONX
Homeless Person Assistance,nan,DEKALB AVENUE,BROOKLYN
Homeless Person Assistance,nan,UNIVERSITY PLACE,MANHATTAN
Homeless Person Assistance,nan,8 AVENUE,MANHATTAN
Homeless Person Assistance,nan,EAST   21 STREET,BROOKLYN
Homeless Person Assistance,nan,3 AVENUE,BROOKLYN
Homeless Person Assistance,nan,FULTON STREET,MANHATTAN
Homeless Person Assistance,nan,COLUMBIA HEIGHTS,BROOKLYN
Homeless Person Assistance,nan,CRESTON AVENUE,BRONX
Illegal Parking,Street/Sidewalk,VANDERBILT AVENUE,BROOKLYN
Homeless Person Assistance,nan,EAST   56 STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,EAST   77 STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,ELDERT LANE,BROOKLYN
Homeless Person Assistance,nan,GOLD STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,EDSON AVENUE,BRONX
Illegal Parking,nan,DAWSON STREET,BRONX
Illegal Parking,nan,41 STREET,QUEENS
Illegal Parking,nan,161 STREET,QUEENS
Highway Condition,Highway,nan,Unspecified
Homeless Person Assistance,nan,LINCOLN ROAD,BROOKLYN
Illegal Parking,nan,49 AVENUE,QUEENS
Illegal Parking,nan,96 STREET,QUEENS
Homeless Person Assistance,nan,PARK AVENUE,MANHATTAN
Illegal Parking,nan,BRONX RIVER AVENUE,BRONX
Illegal Parking,nan,108 STREET,QUEENS
Water System,nan,EAST   71 STREET,BROOKLYN
Water System,nan,DURANT AVENUE,STATEN ISLAND
Illegal Parking,nan,PROSPECT PLACE,BROOKLYN
Sewer,nan,FREEMAN STREET,BRONX
Illegal Parking,Street/Sidewalk,NEWEL STREET,BROOKLYN
Illegal Parking,nan,15 AVENUE,QUEENS
Water System,nan,RIVERSIDE DRIVE,MANHATTAN
Water System,nan,WEST   23 STREET,BROOKLYN
Illegal Parking,nan,80 STREET,QUEENS
Water System,nan,OCEAN PARKWAY,BROOKLYN
Homeless Person Assistance,nan,PIKE STREET,MANHATTAN
Water System,nan,PAERDEGAT   15 STREET,BROOKLYN
Illegal Parking,nan,133 ROAD,QUEENS
Water System,nan,HANCOCK STREET,BROOKLYN
Illegal Parking,nan,TELLER AVENUE,BRONX
Illegal Parking,Street/Sidewalk,GRAND STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,SCHROEDERS AVENUE,BROOKLYN
Illegal Parking,nan,WEST   55 STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,FERNDALE AVENUE,QUEENS
Illegal Parking,nan,BEDFORD AVENUE,BROOKLYN
Illegal Parking,Street/Sidewalk,ARCADE AVENUE,QUEENS
Illegal Parking,Street/Sidewalk,79 STREET,QUEENS
Illegal Parking,nan,ANDREWS AVENUE,BRONX
Illegal Parking,nan,DECATUR AVENUE,BRONX
Illegal Parking,nan,AUDOBON AVENUE,MANHATTAN
Illegal Parking,nan,47 AVENUE,QUEENS
Illegal Parking,nan,HEYWARD STREET,BROOKLYN
Water System,nan,nan,MANHATTAN
Illegal Parking,nan,EAST    7 STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,OHM AVENUE,BRONX
Homeless Street Condition,Street/Sidewalk,WEST   23 STREET,MANHATTAN
Illegal Parking,nan,MORNINGSIDE DRIVE,MANHATTAN
DOF Property - Reduction Issue,"1-, 2- and 3- Family Home",nan,STATEN ISLAND
Homeless Street Condition,Residential Building/House,PARK AVENUE,MANHATTAN
Water System,nan,136 AVENUE,QUEENS
Illegal Parking,nan,AVENUE O,BROOKLYN
Mobile Food Vendor,Mobile Food Vendor,5 STREET,BROOKLYN
Homeless Street Condition,Street/Sidewalk,NEPTUNE AVENUE,BROOKLYN
Homeless Street Condition,Street/Sidewalk,BROADWAY,MANHATTAN
Maintenance or Facility,Park,CADMAN PLAZA EAST,BROOKLYN
Homeless Street Condition,nan,10 AVENUE,MANHATTAN
Maintenance or Facility,Park,FULTON STREET,MANHATTAN
Maintenance or Facility,Park,ESSEX STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,NASSAU STREET,MANHATTAN
Noise - Commercial,nan,BROADWAY,MANHATTAN
DOF Property - Update Account,Property Address,nan,QUEENS
Illegal Parking,Street/Sidewalk,45 AVENUE,QUEENS
Illegal Parking,Street/Sidewalk,MADISON AVENUE,MANHATTAN
Water System,nan,PROSPECT PLACE,BROOKLYN
Illegal Parking,Street/Sidewalk,EAST  106 STREET,MANHATTAN
Noise - Commercial,Store/Commercial,FRANKLIN AVENUE,BROOKLYN
Noise - Commercial,nan,THIRD AVENUE,BRONX
Illegal Parking,nan,AVENUE W,BROOKLYN
Illegal Parking,Street/Sidewalk,60 ROAD,QUEENS
Homeless Street Condition,nan,FDR DRIVE,MANHATTAN
Homeless Street Condition,nan,EAST   60 STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,SHORE DRIVE,BRONX
Noise - Commercial,Club/Bar/Restaurant,5 AVENUE,BROOKLYN
Illegal Parking,Street/Sidewalk,EAST  141 STREET,BRONX
Illegal Parking,Street/Sidewalk,3 AVENUE,MANHATTAN
Noise - Residential,Residential Building/House,SEIGEL STREET,BROOKLYN
Noise - Residential,Residential Building/House,82 STREET,QUEENS
Illegal Parking,Street/Sidewalk,3 AVENUE,MANHATTAN
Homeless Street Condition,Store/Commercial,MADISON AVENUE,MANHATTAN
Illegal Parking,nan,83 STREET,BROOKLYN
Illegal Parking,nan,10 AVENUE,BROOKLYN
Illegal Parking,nan,POWELLS COVE BOULEVARD,QUEENS
Water System,nan,nan,STATEN ISLAND
Noise - Commercial,Club/Bar/Restaurant,TOMPKINS AVENUE,BROOKLYN
Noise - Commercial,nan,5 AVENUE,BROOKLYN
Homeless Street Condition,Store/Commercial,ELDRIDGE STREET,MANHATTAN
Noise - Residential,nan,SCHENCK AVENUE,BROOKLYN
Water System,nan,37 STREET,QUEENS
Water System,nan,nan,MANHATTAN
Illegal Parking,Street/Sidewalk,GRAND AVENUE,BROOKLYN
Illegal Parking,Street/Sidewalk,WASHINGTON PARK,BROOKLYN
Illegal Parking,Street/Sidewalk,BAY RIDGE AVENUE,BROOKLYN
Noise - Residential,nan,LINDEN BOULEVARD,BROOKLYN
Noise - Residential,nan,BEACH  118 STREET,QUEENS
Noise - Residential,nan,MONROE AVENUE,BRONX
Benefit Card Replacement,NYC Street Address,nan,Unspecified
Noise - Residential,nan,SARATOGA AVENUE,BROOKLYN
Illegal Parking,Street/Sidewalk,80 STREET,QUEENS
Illegal Parking,nan,EAST   42 STREET,BROOKLYN
Illegal Parking,nan,COURTLAND AVENUE,BRONX
Illegal Parking,nan,BROADWAY,MANHATTAN
Noise - Residential,Residential Building/House,DAVIS AVENUE,BRONX
Noise - Residential,nan,AVENUE I,BROOKLYN
Street Condition,nan,JEFFERSON STREET,BROOKLYN
Street Condition,Street,10 AVENUE,MANHATTAN
Street Condition,Street,UTICA AVENUE,BROOKLYN
Noise - Residential,nan,HIGHLAND BOULEVARD,BROOKLYN
Street Condition,Street,MURRAY STREET,MANHATTAN
Illegal Parking,nan,EAST   67 STREET,BROOKLYN
Homeless Street Condition,Street/Sidewalk,NEPTUNE AVENUE,BROOKLYN
Noise - Residential,nan,MORRIS AVENUE,BRONX
Noise - Residential,Residential Building/House,CROTONA PARK EAST,BRONX
Noise - Residential,Residential Building/House,LINCOLN ROAD,BROOKLYN
Noise - Residential,Residential Building/House,126 STREET,QUEENS
Noise - Residential,Residential Building/House,EAST  233 STREET,BRONX
Noise - Residential,Residential Building/House,1 AVENUE,MANHATTAN
Noise - Residential,nan,STRATFORD AVENUE,BRONX
Maintenance or Facility,Park,WEST  152 STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,27 STREET,QUEENS
Illegal Parking,Street/Sidewalk,31 PLACE,QUEENS
Street Condition,Street,BAILEY AVENUE,BRONX
Noise - Residential,Residential Building/House,AMSTERDAM AVENUE,MANHATTAN
Noise - Residential,Residential Building/House,STERLING PLACE,BROOKLYN
Noise - Residential,Residential Building/House,BRIGHTON    3 STREET,BROOKLYN
Noise - Residential,Residential Building/House,WILSON AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,METROPOLITAN AVENUE,BROOKLYN
Noise - Residential,nan,MARCY AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,METROPOLITAN AVENUE,BRONX
Noise - Residential,Residential Building/House,FIELDS AVENUE,STATEN ISLAND
Noise - Residential,Residential Building/House,33 STREET,QUEENS
Illegal Parking,Street/Sidewalk,OLD SLIP,MANHATTAN
Noise - Commercial,nan,WEST  116 STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,8 AVENUE,MANHATTAN
Street Condition,Street,LEXINGTON AVENUE,MANHATTAN
Noise - Residential,Residential Building/House,74 STREET,QUEENS
Noise - Residential,Residential Building/House,120 ROAD,QUEENS
Noise - Residential,Residential Building/House,EAST  108 STREET,BROOKLYN
Noise - Residential,Residential Building/House,GRAND CONCOURSE,BRONX
Noise - Commercial,nan,7 AVENUE,MANHATTAN
Illegal Parking,Street/Sidewalk,NASSAU AVENUE,BROOKLYN
Noise - Commercial,nan,WEST   55 STREET,MANHATTAN
Illegal Parking,nan,EAST  237 STREET,BRONX
Noise - Commercial,nan,UNION TURNPIKE,QUEENS
Homeless Street Condition,Park/Playground,HIGHBRIDGE PARK,MANHATTAN
Noise - Residential,Residential Building/House,BROADWAY,QUEENS
Street Sign - Damaged,Street,HUMBOLDT STREET,BROOKLYN
Noise - Residential,nan,EAST    3 STREET,BROOKLYN
Noise - Residential,nan,MORRIS AVENUE,BRONX
Noise - Residential,nan,56 STREET,BROOKLYN
Noise - Residential,Residential Building/House,EAST THIRD STREET,MANHATTAN
Noise - Residential,Residential Building/House,MENAHAN STREET,BROOKLYN
Noise - Residential,nan,HARROD AVENUE,BRONX
Noise - Park,nan,AVENUE N,BROOKLYN
Noise - Residential,Residential Building/House,GERARD AVENUE,BRONX
Maintenance or Facility,Park,nan,QUEENS
Noise - Residential,Residential Building/House,TOMPKINS AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,ANNADALE ROAD,STATEN ISLAND
Noise - Residential,Residential Building/House,BRAGG STREET,BROOKLYN
Noise - Residential,Residential Building/House,BRAGG STREET,BROOKLYN
Noise - Residential,nan,HOE AVENUE,BRONX
Noise - Residential,nan,EAST   94 STREET,BROOKLYN
Noise - Residential,nan,GREYSTONE AVENUE,BRONX
Noise - Residential,nan,110 STREET,QUEENS
Noise - Residential,Residential Building/House,202 STREET,QUEENS
Noise - Residential,nan,SCHERMERHORN STREET,BROOKLYN
Noise - Residential,nan,WEST  138 STREET,MANHATTAN
Noise - Residential,Residential Building/House,GEORGIA AVENUE,BROOKLYN
Noise - Residential,nan,UNION AVENUE,BRONX
Noise - Residential,nan,WASHINGTON AVENUE,BRONX
Noise - Residential,nan,64 ROAD,QUEENS
Street Condition,Street,WEST   11 STREET,MANHATTAN
Noise - Residential,Residential Building/House,GREENE AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,RODMAN PLACE,BRONX
Noise - Residential,Residential Building/House,SKILLMAN AVENUE,QUEENS
Noise - Residential,nan,STROUD AVENUE,STATEN ISLAND
DOF Parking - Payment Issue,nan,nan,Unspecified
Damaged Tree,Street,172 STREET,QUEENS
Noise - Residential,nan,WALTON AVENUE,BRONX
Noise - Residential,nan,4 AVENUE,MANHATTAN
Noise - Residential,nan,46 AVENUE,QUEENS
Noise - Residential,nan,TROY AVENUE,BROOKLYN
Noise - Residential,nan,143 STREET,QUEENS
Noise - Residential,nan,TOMPKINS AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,EAST   36 STREET,BROOKLYN
Noise - Residential,nan,MOUNT HOPE PLACE,BRONX
Noise - Residential,nan,OCEAN PARKWAY,BROOKLYN
Boilers,nan,WEST   65 STREET,MANHATTAN
Noise - Street/Sidewalk,nan,EAST  137 STREET,BRONX
Noise - Residential,nan,5 AVENUE,MANHATTAN
Street Condition,Street,LIEBIG AVENUE,BRONX
Noise - Residential,nan,EDGECOMB AVENUE,MANHATTAN
Noise - Residential,nan,ORCHARD STREET,MANHATTAN
Building/Use,nan,32 STREET,QUEENS
Building/Use,nan,57 STREET,BROOKLYN
Sidewalk Condition,Sidewalk,IRVING AVENUE,BROOKLYN
Noise - Street/Sidewalk,nan,AMSTERDAM AVENUE,MANHATTAN
Noise - Vehicle,Street/Sidewalk,MORRIS AVENUE,BRONX
Boilers,nan,WHITE PLAINS ROAD,BRONX
Street Condition,Street,CEDAR STREET,MANHATTAN
Noise - Residential,nan,193 STREET,QUEENS
Noise - Residential,nan,QUEENS BOULEVARD,QUEENS
Noise - Residential,nan,WEST   53 STREET,MANHATTAN
Violation of Park Rules,Park,25 AVENUE,QUEENS
Noise - Residential,nan,AVENUE J,BROOKLYN
Noise - Residential,nan,CRESTON AVENUE,BRONX
Non-Emergency Police Matter,nan,99 ROAD,QUEENS
Noise - Vehicle,Street/Sidewalk,WEST  138 STREET,MANHATTAN
Noise - Vehicle,nan,MIDDLETON STREET,BROOKLYN
Noise - Residential,nan,WEBSTER AVENUE,BRONX
Noise - Residential,Residential Building/House,POPPENHUSEN AVENUE,QUEENS
Noise - Residential,Residential Building/House,GREENE AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,JACOBUS PLACE,BRONX
Noise - Residential,Residential Building/House,31 STREET,QUEENS
Noise - Residential,Residential Building/House,JEFFERSON STREET,MANHATTAN
Noise - Residential,nan,CONTINENTAL PLACE,STATEN ISLAND
Non-Emergency Police Matter,Residential Building/House,CRESTON AVENUE,BRONX
School Maintenance,School,EMPIRE BOULEVARD,BROOKLYN
Noise - Vehicle,nan,213 STREET,QUEENS
School Maintenance,School,EMPIRE BOULEVARD,BROOKLYN
Noise - Residential,Residential Building/House,34 AVENUE,QUEENS
Noise - Residential,Residential Building/House,61 STREET,BROOKLYN
Noise - Residential,nan,68 STREET,BROOKLYN
Noise - Residential,nan,BORDEN AVENUE,QUEENS
Building/Use,nan,74 STREET,QUEENS
Sidewalk Condition,Sidewalk,HARDING AVENUE,BRONX
Sidewalk Condition,Sidewalk,EAST   51 STREET,MANHATTAN
Sidewalk Condition,Sidewalk,SOUTH    6 STREET,BROOKLYN
Noise - Residential,Residential Building/House,4 AVENUE,BROOKLYN
Noise - Street/Sidewalk,nan,BROADWAY,MANHATTAN
BEST/Site Safety,nan,ST JOHN PLACE,BROOKLYN
BEST/Site Safety,nan,EAST   55 STREET,MANHATTAN
Boilers,nan,HOE AVENUE,BRONX
Noise - Street/Sidewalk,nan,UNDERHILL AVENUE,BROOKLYN
Boilers,nan,161 STREET,QUEENS
Boilers,nan,ST JOHNS PLACE,BROOKLYN
Sidewalk Condition,Sidewalk,COLGATE AVENUE,BRONX
Building/Use,nan,210 STREET,QUEENS
Noise - Residential,nan,EAST   29 STREET,MANHATTAN
Building/Use,nan,COOPER AVENUE,QUEENS
Building/Use,nan,77 STREET,QUEENS
Noise - Residential,nan,BRONXWOOD AVENUE,BRONX
Noise - Residential,nan,CONEY ISLAND AVENUE,BROOKLYN
Sidewalk Condition,Sidewalk,WEIRFIELD STREET,BROOKLYN
Noise - Street/Sidewalk,nan,EAST  165 STREET,BRONX
Boilers,nan,UNION AVENUE,BROOKLYN
Noise - Street/Sidewalk,nan,NORMAN AVENUE,BROOKLYN
Boilers,nan,101 STREET,BROOKLYN
Noise - Vehicle,nan,UNDERCLIFF AVENUE,BRONX
Boilers,nan,ST JOHNS PLACE,BROOKLYN
General Construction/Plumbing,nan,31 AVENUE,QUEENS
General Construction/Plumbing,nan,14 STREET,BROOKLYN
Sidewalk Condition,Sidewalk,12 AVENUE,BROOKLYN
General Construction/Plumbing,nan,EAST    4 STREET,MANHATTAN
General Construction/Plumbing,nan,WEST   10 STREET,MANHATTAN
General Construction/Plumbing,nan,GRAND CENTRAL PARKWAY,QUEENS
Building/Use,nan,EAST   93 STREET,BROOKLYN
Sidewalk Condition,Sidewalk,EAST   12 STREET,BROOKLYN
Noise - Residential,nan,UNDERCLIFF AVENUE,BRONX
Sidewalk Condition,Sidewalk,BARCLAY AVENUE,STATEN ISLAND
Sidewalk Condition,Sidewalk,SEAVIEW AVENUE,STATEN ISLAND
Building/Use,nan,COLUMBUS AVENUE,MANHATTAN
Noise - Vehicle,nan,SPRING STREET,MANHATTAN
General Construction/Plumbing,nan,WALTHAM STREET,QUEENS
General Construction/Plumbing,nan,GREENE AVENUE,BROOKLYN
Lost Property,nan,AMSTERDAM AVENUE,MANHATTAN
Building/Use,nan,WASHINGTON AVENUE,BRONX
Sidewalk Condition,Sidewalk,107 STREET,QUEENS
Building/Use,nan,EAST   44 STREET,MANHATTAN
General Construction/Plumbing,nan,WALTHAM STREET,QUEENS
Street Condition,Street,AINSLIE STREET,BROOKLYN
Noise - Residential,nan,WOODYCREST AVENUE,BRONX
Noise - Residential,nan,EAST   97 STREET,MANHATTAN
Non-Emergency Police Matter,nan,147 STREET,QUEENS
Sidewalk Condition,Sidewalk,EAST   18 STREET,BROOKLYN
Street Condition,Street,WOODHULL STREET,BROOKLYN
Street Condition,Street,PROSPECT AVENUE,BROOKLYN
Emergency Response Team (ERT),nan,CLASSON AVENUE,BROOKLYN
General Construction/Plumbing,nan,CLIFTON PLACE,BROOKLYN
Lost Property,nan,7 AVENUE,MANHATTAN
Emergency Response Team (ERT),nan,8 AVENUE,MANHATTAN
Lost Property,nan,COLUMBUS CIRCLE,MANHATTAN
Emergency Response Team (ERT),nan,DUPONT STREET,BROOKLYN
DOF Property - Reduction Issue,"1-, 2- and 3- Family Home",nan,BRONX
Noise - Residential,nan,PLYMOUTH AVENUE,BRONX
Noise - Street/Sidewalk,Street/Sidewalk,27 STREET,QUEENS
Noise - Street/Sidewalk,Street/Sidewalk,EAST  102 STREET,BROOKLYN
Noise - Street/Sidewalk,Street/Sidewalk,MORGAN AVENUE,BROOKLYN
Noise - Street/Sidewalk,Street/Sidewalk,ADAM CLAYTON POWELL JR BOULEVARD,MANHATTAN
Sidewalk Condition,Sidewalk,NAUTILUS AVENUE,BROOKLYN
Building/Use,nan,KLONDIKE AVENUE,STATEN ISLAND
Sidewalk Condition,Sidewalk,SHORE ROAD,BROOKLYN
Street Condition,Street,RICHMOND AVENUE,STATEN ISLAND
Street Sign - Damaged,Street,YELLOWSTONE BOULEVARD,QUEENS
Street Condition,Crosswalk,KISSENA BOULEVARD,QUEENS
Emergency Response Team (ERT),nan,WEST   50 STREET,MANHATTAN
General Construction/Plumbing,nan,241 STREET,QUEENS
Street Sign - Missing,Street,COOPER AVENUE,QUEENS
General Construction/Plumbing,nan,40 STREET,BROOKLYN
Noise - Street/Sidewalk,nan,LEFFERTS AVENUE,BROOKLYN
Sidewalk Condition,Sidewalk,86 STREET,BROOKLYN
Sidewalk Condition,Sidewalk,94 STREET,QUEENS
General Construction/Plumbing,nan,JUNIPER AVENUE,QUEENS
General Construction/Plumbing,nan,JUNIPER AVENUE,QUEENS
General Construction/Plumbing,nan,5 AVENUE,BROOKLYN
Damaged Tree,Street,77 ROAD,QUEENS
General Construction/Plumbing,nan,78 STREET,BROOKLYN
Taxi Complaint,nan,CENTRAL PARK,MANHATTAN
Noise - Vehicle,nan,86 AVENUE,QUEENS
Noise - Vehicle,nan,1 AVENUE,MANHATTAN
Noise - Vehicle,nan,HANCOCK STREET,BROOKLYN
General Construction/Plumbing,nan,ASTORIA BOULEVARD,QUEENS
Sidewalk Condition,Sidewalk,WEST   85 STREET,MANHATTAN
General Construction/Plumbing,nan,WEST   47 STREET,MANHATTAN
General Construction/Plumbing,nan,LENOX AVENUE,MANHATTAN
General Construction/Plumbing,nan,89 AVENUE,QUEENS
General Construction/Plumbing,nan,MANHATTAN AVENUE,MANHATTAN
General Construction/Plumbing,nan,PRESIDENT STREET,BROOKLYN
General Construction/Plumbing,nan,MYRTLE AVENUE,BROOKLYN
General Construction/Plumbing,nan,BEECHWOOD AVENUE,STATEN ISLAND
General Construction/Plumbing,nan,68 STREET,BROOKLYN
Noise - Vehicle,nan,IRVING AVENUE,BROOKLYN
Sidewalk Condition,Sidewalk,91 STREET,BROOKLYN
Sidewalk Condition,Sidewalk,47 STREET,QUEENS
Building/Use,nan,HARWAY AVENUE,BROOKLYN
General Construction/Plumbing,nan,172 STREET,QUEENS
General Construction/Plumbing,nan,199 STREET,QUEENS
General Construction/Plumbing,nan,JAMAICA AVENUE,QUEENS
General Construction/Plumbing,nan,JAMAICA AVENUE,QUEENS
General Construction/Plumbing,nan,MONTGOMERY STREET,BROOKLYN
SCRIE,Senior Address,nan,BROOKLYN
Street Condition,nan,25 STREET,QUEENS
Bus Stop Shelter Complaint,Bus Stop Shelter,EUNICE PLACE,STATEN ISLAND
Building/Use,nan,WASHINGTON AVENUE,BRONX
General Construction/Plumbing,nan,WEST END AVENUE,BROOKLYN
Smoking,Residential Building,STRATFORD AVENUE,BRONX
Smoking,Residential Building,EAST   17 STREET,BROOKLYN
Street Condition,Street,BEECH AVENUE,QUEENS
Street Condition,Street,MERRICK BOULEVARD,QUEENS
Emergency Response Team (ERT),nan,YORK AVENUE,MANHATTAN
Lost Property,nan,EAST BROADWAY,MANHATTAN
General Construction/Plumbing,nan,EAST  100 STREET,BROOKLYN
General Construction/Plumbing,nan,40 STREET,BROOKLYN
General Construction/Plumbing,nan,DORCHESTER ROAD,BROOKLYN
General Construction/Plumbing,nan,BRUCKNER BOULEVARD,BRONX
Sidewalk Condition,Sidewalk,LEXINGTON AVENUE,MANHATTAN
Street Sign - Dangling,Street,3 AVENUE,QUEENS
General Construction/Plumbing,nan,50 AVENUE,QUEENS
General Construction/Plumbing,nan,METROPOLITAN AVENUE,BROOKLYN
General Construction/Plumbing,nan,KENT AVENUE,BROOKLYN
General Construction/Plumbing,nan,SHORE FRONT PARKWAY,QUEENS
General Construction/Plumbing,nan,210 STREET,QUEENS
General Construction/Plumbing,nan,PARSONS BOULEVARD,QUEENS
General Construction/Plumbing,nan,46 STREET,QUEENS
General Construction/Plumbing,nan,FLATBUSH AVENUE,BROOKLYN
General Construction/Plumbing,nan,WEST   16 STREET,BROOKLYN
Sidewalk Condition,Sidewalk,NEWKIRK AVENUE,BROOKLYN
General Construction/Plumbing,nan,EAST   65 STREET,MANHATTAN
Building/Use,nan,48 STREET,BROOKLYN
Sidewalk Condition,Sidewalk,88 ROAD,QUEENS
General Construction/Plumbing,nan,WYTHE PLACE,BRONX
General Construction/Plumbing,nan,97 AVENUE,QUEENS
General Construction/Plumbing,nan,11 AVENUE,QUEENS
General Construction/Plumbing,nan,EAST  100 STREET,BROOKLYN
General Construction/Plumbing,nan,HERKIMER STREET,BROOKLYN
